Date,Open,High,Low,Close,Volume,Adj. Close
2014-10-10,100.690002,102.029999,100.300003,100.730003,66331600,94.193039
2014-10-13,101.330002,101.779999,99.809998,99.809998,53583400,93.332733
2014-10-14,100.389999,100.519997,98.57,98.75,63688600,92.341522
2014-10-15,97.970001,99.150002,95.18,97.540001,100933600,91.210045
2014-10-16,95.550003,97.720001,95.410004,96.260002,72154500,90.013115
2014-10-17,97.5,99,96.809998,97.669998,68179700,91.331619
2014-10-20,98.32,99.959999,98.220001,99.760002,77517300,93.285973
2014-10-21,103.019997,103.019997,101.269997,102.470001,94623900,95.820122
2014-10-22,102.839996,104.110001,102.599998,102.989998,68263100,96.306366
2014-10-23,104.080002,105.050003,103.629997,104.830002,71074700,98.026962
2014-10-24,105.18,105.489998,104.529999,105.220001,47053900,98.391663
2014-10-27,104.849998,105.480003,104.699997,105.110001,34187700,98.28878
2014-10-28,105.400002,106.739998,105.349998,106.739998,48060900,99.813004
2014-10-29,106.650002,107.370003,106.360001,107.339996,52687900,100.374069
2014-10-30,106.959999,107.349998,105.900002,106.980003,40654800,100.037453
2014-10-31,108.010002,108.040001,107.209999,108,44639300,100.991234
2014-11-03,108.220001,110.300003,108.010002,109.400002,52282600,102.300392
2014-11-04,109.360001,109.489998,107.720001,108.599998,41574400,101.552292
2014-11-05,109.099998,109.300003,108.129997,108.860001,37435900,101.795433
2014-11-06,108.599998,108.790001,107.800003,108.699997,34968500,102.086563
2014-11-07,108.75,109.32,108.550003,109.010002,33691500,102.377716
2014-11-10,109.019997,109.330002,108.669998,108.830002,27195500,102.208649
2014-11-11,108.699997,109.75,108.400002,109.699997,27442300,103.025711
2014-11-12,109.379997,111.43,109.370003,111.25,46942400,104.481422
2014-11-13,111.800003,113.449997,111.599998,112.82,59522900,105.955902
2014-11-14,113.150002,114.190002,111.209999,114.18,44063600,107.23317
2014-11-17,114.269997,117.279999,113.300003,113.989998,46746700,107.054726
2014-11-18,113.940002,115.690002,113.889999,115.470001,44224000,108.444672
2014-11-19,115.440002,115.739998,113.800003,114.669998,41869200,107.693336
2014-11-20,114.910004,116.860001,114.849998,116.309998,43395500,109.233559
2014-11-21,117.510002,117.57,116.029999,116.470001,57179300,109.383842
2014-11-24,116.849998,118.769997,116.620003,118.629997,47450800,111.412415
2014-11-25,119.07,119.75,117.449997,117.599998,68840400,110.445091
2014-11-26,117.940002,119.099998,117.830002,119,40768300,111.759903
2014-11-28,119.269997,119.400002,118.050003,118.93,24814400,111.69416
2014-12-01,118.809998,119.25,111.269997,115.07,83814000,108.069008
2014-12-02,113.5,115.75,112.75,114.629997,59348900,107.655785
2014-12-03,115.75,116.349998,115.110001,115.93,43063400,108.876686
2014-12-04,115.769997,117.199997,115.290001,115.489998,42044500,108.463455
2014-12-05,115.989998,116.080002,114.639999,115,38318900,108.003265
2014-12-08,114.099998,114.650002,111.620003,112.400002,57664900,105.561447
2014-12-09,110.190002,114.300003,109.349998,114.120003,60208000,107.176811
2014-12-10,114.410004,114.849998,111.540001,111.949997,44565300,105.13884
2014-12-11,112.260002,113.800003,111.339996,111.620003,41401700,104.828918
2014-12-12,110.459999,111.870003,109.580002,109.730003,56028100,103.053902
2014-12-15,110.699997,111.599998,106.349998,108.230003,67218100,101.645164
2014-12-16,106.370003,110.160004,106.260002,106.75,60790700,100.255203
2014-12-17,107.120003,109.839996,106.82,109.410004,53411800,102.753387
2014-12-18,111.870003,112.650002,110.660004,112.650002,59006200,105.796242
2014-12-19,112.260002,113.239998,111.660004,111.779999,88429800,104.979164
2014-12-22,112.160004,113.489998,111.970001,112.940002,45167500,106.068596
2014-12-23,113.230003,113.330002,112.459999,112.540001,26028400,105.69294
2014-12-24,112.580002,112.709999,112.010002,112.010002,14479600,105.19519
2014-12-26,112.099998,114.519997,112.010002,113.989998,33721000,107.054726
2014-12-29,113.790001,114.769997,113.699997,113.910004,27598900,106.979584
2014-12-30,113.639999,113.919998,112.110001,112.519997,29881500,105.674149
2014-12-31,112.82,113.129997,110.209999,110.379997,41403400,103.664352
2015-01-02,111.389999,111.440002,107.349998,109.330002,53204600,102.67823
2015-01-05,108.290001,108.650002,105.410004,106.25,64285500,99.785629
2015-01-06,106.540001,107.43,104.629997,106.260002,65797100,99.795021
2015-01-07,107.199997,108.199997,106.699997,107.75,40105900,101.194359
2015-01-08,109.230003,112.150002,108.699997,111.889999,59364500,105.082497
2015-01-09,112.669998,113.25,110.209999,112.010002,53699500,105.19519
2015-01-12,112.599998,112.629997,108.800003,109.25,49650800,102.603104
2015-01-13,111.43,112.800003,108.910004,110.220001,67091900,103.514084
2015-01-14,109.040001,110.489998,108.5,109.800003,48337000,103.119652
2015-01-15,110,110.059998,106.660004,106.82,60014000,100.320961
2015-01-16,107.029999,107.580002,105.199997,105.989998,78513300,99.541428
2015-01-20,107.839996,108.970001,106.5,108.720001,49899900,102.105339
2015-01-21,108.949997,111.059998,108.269997,109.550003,48575900,102.884872
2015-01-22,110.260002,112.470001,109.720001,112.400002,53796400,105.561447
2015-01-23,112.300003,113.75,111.529999,112.980003,46464800,106.106171
2015-01-26,113.739998,114.360001,112.800003,113.099998,55615000,106.218864
2015-01-27,112.419998,112.480003,109.029999,109.139999,95568700,102.499809
2015-01-28,117.629997,118.120003,115.309998,115.309998,146477100,108.294418
2015-01-29,116.32,119.190002,115.559998,118.900002,84436400,111.665985
2015-01-30,118.400002,120,116.849998,117.160004,83745500,110.03186
2015-02-02,118.050003,119.169998,116.080002,118.629997,62739100,111.412415
2015-02-03,118.5,119.089996,117.610001,118.650002,51915700,111.431198
2015-02-04,118.5,120.510002,118.309998,119.559998,70149700,112.285835
2015-02-05,120.019997,120.230003,119.25,119.940002,42246200,113.087288
2015-02-06,120.019997,120.25,118.449997,118.93,43706600,112.134979
2015-02-09,118.550003,119.839996,118.43,119.720001,38889800,112.879837
2015-02-10,120.169998,122.150002,120.160004,122.019997,62008500,115.048439
2015-02-11,122.769997,124.919998,122.5,124.879997,73561800,117.745018
2015-02-12,126.059998,127.480003,125.57,126.459999,74474500,119.234741
2015-02-13,127.279999,127.279999,125.650002,127.080002,54272200,119.819328
2015-02-17,127.489998,128.880005,126.919998,127.830002,63152400,120.526489
2015-02-18,127.629997,128.779999,127.449997,128.720001,44891700,121.365623
2015-02-19,128.479996,129.029999,128.330002,128.449997,37362400,121.111046
2015-02-20,128.619995,129.5,128.050003,129.5,48948400,122.101074
2015-02-23,130.020004,133,129.660004,133,70974100,125.401093
2015-02-24,132.940002,133.600006,131.169998,132.169998,69228100,124.6185
2015-02-25,131.559998,131.600006,128.149994,128.789993,74711700,121.431618
2015-02-26,128.789993,130.869995,126.610001,130.419998,91287500,122.968491
2015-02-27,130,130.570007,128.240005,128.460007,62014800,121.120499
2015-03-02,129.25,130.279999,128.300003,129.089996,48096700,121.714493
2015-03-03,128.960007,129.520004,128.089996,129.360001,37816300,121.969078
2015-03-04,129.100006,129.559998,128.320007,128.539993,31666300,121.195908
2015-03-05,128.580002,128.75,125.760002,126.410004,56517100,119.187622
2015-03-06,128.399994,129.369995,126.260002,126.599998,72842100,119.36676
2015-03-09,127.959999,129.570007,125.059998,127.139999,88528500,119.875908
2015-03-10,126.410004,127.220001,123.800003,124.510002,68856600,117.396172
2015-03-11,124.75,124.769997,122.110001,122.239998,68939000,115.255852
2015-03-12,122.309998,124.900002,121.629997,124.449997,48362700,117.3396
2015-03-13,124.400002,125.400002,122.580002,123.589996,51827300,116.528725
2015-03-16,123.879997,124.949997,122.870003,124.949997,35874300,117.811035
2015-03-17,125.900002,127.32,125.650002,127.040001,51023100,119.781624
2015-03-18,127,129.160004,126.370003,128.470001,65270900,121.129906
2015-03-19,128.75,129.25,127.400002,127.5,45809500,120.21534
2015-03-20,128.25,128.399994,125.160004,125.900002,68695100,118.706749
2015-03-23,127.120003,127.849998,126.519997,127.209999,37709700,119.941895
2015-03-24,127.230003,128.039993,126.559998,126.690002,32842300,119.451622
2015-03-25,126.540001,126.82,123.379997,123.379997,51655200,116.330727
2015-03-26,122.760002,124.879997,122.599998,124.239998,47572900,117.141594
2015-03-27,124.57,124.699997,122.910004,123.25,39546200,116.20816
2015-03-30,124.050003,126.400002,124,126.370003,47099700,119.14991
2015-03-31,126.089996,126.489998,124.360001,124.43,42090600,117.32074
2015-04-01,124.82,125.120003,123.099998,124.25,40621400,117.151024
2015-04-02,125.029999,125.559998,124.190002,125.32,32220100,118.159889
2015-04-06,124.470001,127.510002,124.330002,127.349998,37194000,120.073914
2015-04-07,127.639999,128.119995,125.980003,126.010002,35012300,118.810463
2015-04-08,125.849998,126.400002,124.970001,125.599998,37329200,118.423904
2015-04-09,125.849998,126.580002,124.660004,126.559998,32484000,119.329041
2015-04-10,125.949997,127.209999,125.260002,127.099998,40188000,119.838188
2015-04-13,128.369995,128.570007,126.610001,126.849998,36365100,119.602478
2015-04-14,127,127.290001,125.910004,126.300003,25524600,119.083893
2015-04-15,126.410004,127.129997,126.010002,126.779999,28970400,119.536476
2015-04-16,126.279999,127.099998,126.110001,126.169998,28369000,118.961311
2015-04-17,125.550003,126.139999,124.459999,124.75,51957000,117.622444
2015-04-20,125.57,128.119995,125.169998,127.599998,47054300,120.309624
2015-04-21,128.100006,128.199997,126.669998,126.910004,32435100,119.65905
2015-04-22,126.989998,128.869995,126.32,128.619995,37654500,121.271347
2015-04-23,128.300003,130.419998,128.139999,129.669998,45770900,122.261353
2015-04-24,130.490005,130.630005,129.229996,130.279999,44525900,122.836502
2015-04-27,132.309998,133.130005,131.149994,132.649994,96954200,125.071068
2015-04-28,134.460007,134.539993,129.570007,130.559998,118924000,123.100502
2015-04-29,130.160004,131.589996,128.300003,128.639999,63386100,121.290192
2015-04-30,128.639999,128.639999,124.580002,125.150002,83195400,117.999596
2015-05-01,126.099998,130.130005,125.300003,128.949997,58512600,121.582474
2015-05-04,129.5,130.570007,128.259995,128.699997,50988300,121.346771
2015-05-05,128.149994,128.449997,125.779999,125.800003,49271400,118.612465
2015-05-06,126.559998,126.75,123.360001,125.010002,72141000,117.867599
2015-05-07,124.769997,126.080002,124.019997,125.260002,43940900,118.596642
2015-05-08,126.68,127.620003,126.110001,127.620003,55550400,120.831108
2015-05-11,127.389999,127.559998,125.629997,126.32,42035800,119.600243
2015-05-12,125.599998,126.879997,124.82,125.870003,48160000,119.174187
2015-05-13,126.150002,127.190002,125.870003,126.010002,34694200,119.306732
2015-05-14,127.410004,128.949997,127.160004,128.949997,45203500,122.09034
2015-05-15,129.070007,129.490005,128.210007,128.770004,38208000,121.919922
2015-05-18,128.380005,130.720001,128.360001,130.190002,50882900,123.264397
2015-05-19,130.690002,130.880005,129.639999,130.070007,44633200,123.150787
2015-05-20,130,130.979996,129.339996,130.059998,36454900,123.141296
2015-05-21,130.070007,131.630005,129.830002,131.389999,39730400,124.400558
2015-05-22,131.600006,132.970001,131.399994,132.539993,45596000,125.489357
2015-05-26,132.600006,132.910004,129.119995,129.619995,70697600,122.724678
2015-05-27,130.339996,132.259995,130.050003,132.039993,45833200,125.015953
2015-05-28,131.860001,131.949997,131.100006,131.779999,30733300,124.769791
2015-05-29,131.229996,131.449997,129.899994,130.279999,50884500,123.349586
2015-06-01,130.279999,131.389999,130.050003,130.539993,32112800,123.595764
2015-06-02,129.860001,130.660004,129.320007,129.960007,33667600,123.046638
2015-06-03,130.660004,130.940002,129.899994,130.119995,30889400,123.198097
2015-06-04,129.580002,130.580002,128.910004,129.360001,38450100,122.478546
2015-06-05,129.5,129.690002,128.360001,128.649994,35626800,121.806305
2015-06-08,128.899994,129.210007,126.830002,127.800003,52674800,121.001518
2015-06-09,126.699997,128.080002,125.620003,127.419998,56075400,120.641731
2015-06-10,127.919998,129.339996,127.849998,128.880005,39087300,122.024086
2015-06-11,129.179993,130.179993,128.479996,128.589996,35390900,121.749489
2015-06-12,128.190002,128.330002,127.110001,127.169998,36886200,120.405037
2015-06-15,126.099998,127.239998,125.709999,126.919998,43988900,120.168327
2015-06-16,127.029999,127.849998,126.370003,127.599998,31494100,120.812149
2015-06-17,127.720001,127.879997,126.739998,127.300003,32918100,120.528114
2015-06-18,127.230003,128.309998,127.220001,127.879997,35407200,121.077255
2015-06-19,127.709999,127.82,126.400002,126.599998,54716900,119.865356
2015-06-22,127.489998,128.059998,127.080002,127.610001,34039300,120.821625
2015-06-23,127.480003,127.610001,126.879997,127.029999,30268900,120.272484
2015-06-24,127.209999,129.800003,127.120003,128.110001,55280900,121.295044
2015-06-25,128.860001,129.199997,127.5,127.5,31938100,120.717476
2015-06-26,127.669998,127.989998,126.510002,126.75,44066800,120.007362
2015-06-29,125.459999,126.470001,124.480003,124.529999,49161400,117.905479
2015-06-30,125.57,126.120003,124.860001,125.43,44370700,118.757591
2015-07-01,126.900002,126.940002,125.989998,126.599998,30238800,119.865356
2015-07-02,126.43,126.690002,125.769997,126.440002,27211000,119.713867
2015-07-06,124.940002,126.230003,124.849998,126,28060400,119.297279
2015-07-07,125.889999,126.150002,123.769997,125.690002,46946800,119.003761
2015-07-08,124.480003,124.639999,122.540001,122.57,60761600,116.049744
2015-07-09,123.849998,124.059998,119.220001,120.07,77821600,113.682739
2015-07-10,121.940002,123.849998,121.209999,123.279999,61354500,116.721977
2015-07-13,125.029999,125.760002,124.32,125.660004,41440500,118.975372
2015-07-14,126.040001,126.370003,125.040001,125.610001,31768100,118.928009
2015-07-15,125.720001,127.150002,125.580002,126.82,33649200,120.073647
2015-07-16,127.739998,128.570007,127.349998,128.509995,36222400,121.673759
2015-07-17,129.080002,129.619995,128.309998,129.619995,46164700,122.724678
2015-07-20,130.970001,132.970001,130.699997,132.070007,58900200,125.044388
2015-07-21,132.850006,132.919998,130.320007,130.75,76756400,123.794601
2015-07-22,121.989998,125.5,121.989998,125.220001,115450600,118.558777
2015-07-23,126.199997,127.089996,125.059998,125.160004,50999500,118.501961
2015-07-24,125.32,125.739998,123.900002,124.5,42162300,117.877068
2015-07-27,123.089996,123.610001,122.120003,122.769997,44455500,116.239098
2015-07-28,123.379997,123.910004,122.550003,123.379997,33618100,116.816643
2015-07-29,123.150002,123.5,122.269997,122.989998,37011700,116.447395
2015-07-30,122.32,122.57,121.709999,122.370003,33628300,115.860397
2015-07-31,122.599998,122.639999,120.910004,121.300003,42885000,114.847298
2015-08-03,121.5,122.57,117.519997,118.440002,69976000,112.139442
2015-08-04,117.419998,117.699997,113.25,114.639999,124138600,108.541588
2015-08-05,112.949997,117.440002,112.099998,115.400002,99312600,109.261162
2015-08-06,115.970001,116.5,114.120003,115.129997,52903000,109.498924
2015-08-07,114.580002,116.25,114.5,115.519997,38670400,109.869843
2015-08-10,116.529999,119.989998,116.529999,119.720001,54951600,113.864433
2015-08-11,117.809998,118.18,113.330002,113.489998,97082800,107.93914
2015-08-12,112.529999,115.419998,109.629997,115.239998,101217500,109.603546
2015-08-13,116.040001,116.400002,114.540001,115.150002,48535800,109.517944
2015-08-14,114.32,116.309998,114.010002,115.959999,42929500,110.288322
2015-08-17,116.040001,117.650002,115.5,117.160004,40884700,111.429642
2015-08-18,116.43,117.440002,116.010002,116.5,34560700,110.801933
2015-08-19,116.099998,116.519997,114.68,115.010002,47445700,109.384789
2015-08-20,114.080002,114.349998,111.629997,112.650002,68501600,107.140221
2015-08-21,110.43,111.900002,105.650002,105.760002,128275500,100.587219
2015-08-24,94.870003,108.800003,92,103.120003,162206300,98.076347
2015-08-25,111.110001,111.110001,103.5,103.739998,103601600,98.666023
2015-08-26,107.089996,109.889999,105.050003,109.690002,96774600,104.325012
2015-08-27,112.230003,113.239998,110.019997,112.919998,84616100,107.397011
2015-08-28,112.169998,113.309998,111.540001,113.290001,53164400,107.748924
2015-08-31,112.029999,114.529999,112,112.760002,56229300,107.24485
2015-09-01,110.150002,111.879997,107.360001,107.720001,76845900,102.451363
2015-09-02,110.230003,112.339996,109.129997,112.339996,61888800,106.84539
2015-09-03,112.489998,112.779999,110.040001,110.370003,53233900,104.971733
2015-09-04,108.970001,110.449997,108.510002,109.269997,49996300,103.925537
2015-09-08,111.75,112.559998,110.32,112.309998,54843600,106.816864
2015-09-09,113.760002,114.019997,109.769997,110.150002,85010800,104.762497
2015-09-10,110.269997,113.279999,109.900002,112.57,62892800,107.064133
2015-09-11,111.790001,114.209999,111.760002,114.209999,49915500,108.623924
2015-09-14,116.580002,116.889999,114.860001,115.309998,58363400,109.67012
2015-09-15,115.93,116.529999,114.419998,116.279999,43341200,110.59269
2015-09-16,116.25,116.540001,115.440002,116.410004,37173500,110.716324
2015-09-17,115.660004,116.489998,113.720001,113.919998,64112600,108.348106
2015-09-18,112.209999,114.300003,111.870003,113.449997,74285300,107.9011
2015-09-21,113.669998,115.370003,113.660004,115.209999,50222000,109.575012
2015-09-22,113.379997,114.18,112.519997,113.400002,50346200,107.853531
2015-09-23,113.629997,114.720001,113.300003,114.32,35756700,108.728546
2015-09-24,113.25,115.5,112.370003,115,50219500,109.375282
2015-09-25,116.440002,116.690002,114.019997,114.709999,56151900,109.099472
2015-09-28,113.849998,114.57,112.440002,112.440002,52109000,106.940506
2015-09-29,112.830002,113.510002,107.860001,109.059998,73365400,103.7258
2015-09-30,110.169998,111.540001,108.730003,110.300003,66473000,104.905174
2015-10-01,109.07,109.620003,107.309998,109.580002,63929100,104.220398
2015-10-02,108.010002,111.010002,107.550003,110.379997,58019800,104.981232
2015-10-05,109.879997,111.370003,109.07,110.779999,52064700,105.361679
2015-10-06,110.629997,111.739998,109.769997,111.309998,48196800,105.865768
2015-10-07,111.739998,111.769997,109.410004,110.779999,46765600,105.361679
